brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,car_age,mileage_per_year,price_per_mile,has_accident,is_automatic
Toyota,Matrix XRS,2003,143600,Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,4199,22,6243.478260869565,0.029240947075208915,0,0
RAM,1500 Limited,2021,22000,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,54800,4,4400.0,2.4909090909090907,0,1
Mercedes-Benz,AMG E 53 Base 4MATIC,2022,13000,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Silver,Black,None reported,Yes,81500,3,3250.0,6.269230769230769,0,1
Audi,A5 2.0T Premium,2018,53000,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Brown,At least 1 accident or damage reported,Yes,28000,7,6625.0,0.5283018867924528,1,1
Lincoln,Navigator Reserve,2019,44741,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Beige,Beige,None reported,Yes,52999,6,6391.571428571428,1.184573433763215,0,1
Audi,A6 3.2 quattro,2008,202000,Gasoline,255.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,5700,17,11222.222222222223,0.02821782178217822,1,1
Chevrolet,Silverado 1500 LT Crew Cab,2006,215000,Gasoline,345.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,6995,19,10750.0,0.03253488372093023,1,1
Mercedes-Benz,S-Class S 560,2019,77138,Gasoline,4.0 Liter,Automatic,designo Diamond White,Black,None reported,Yes,49998,6,11019.714285714286,0.6481630324872307,0,1
Volvo,XC90 T6 Momentum,2018,90641,Gasoline,2.0L I4 16V GDI DOHC,8-Speed Automatic,White,Amber,None reported,Yes,25999,7,11330.125,0.2868348760494699,0,1
Toyota,Camry SE,2011,177702,Gasoline,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,7700,14,11846.8,0.043330969825888285,1,1
Mercedes-Benz,Metris Base,2018,58350,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,29497,7,7293.75,0.5055184233076264,0,1
Chevrolet,Camaro 2LT,2010,86170,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,17000,15,5385.625,0.19728443773935245,1,1
Mazda,MX-5 Miata Grand Touring,2012,36568,Gasoline,167.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Beige,At least 1 accident or damage reported,Yes,20199,13,2612.0,0.5523681907678845,1,0
Ford,Escape SE,2015,54357,Gasoline,173.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,16250,10,4941.545454545455,0.2989495373181007,0,1
Mercedes-Benz,S-Class S 63 AMG,2015,20394,Gasoline,5.5 Liter,Automatic,Black,Black,At least 1 accident or damage reported,Yes,59598,10,1854.0,2.9223300970873787,1,1
Kia,Niro EX,2023,7578,Hybrid,1.6L I4 16V GDI DOHC Hybrid,Automatic,Snow White Pearl,Charcoal,None reported,Yes,31113,2,2526.0,4.105700712589074,0,1
Porsche,Boxster Base,2010,64800,Gasoline,255.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,At least 1 accident or damage reported,Yes,20900,15,4050.0,0.32253086419753085,1,0
Toyota,4Runner Trail,2016,117780,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,27750,9,11778.0,0.23560876209882833,0,1
Hyundai,Kona EV SEL,2019,33100,Gasoline,201.0HP Electric Motor Electric Fuel System,1-Speed A/T,Black,Black,None reported,Yes,18200,6,4728.571428571428,0.5498489425981873,0,1
Land,Rover Range Rover Evoque SE,2016,86202,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,18750,9,8620.2,0.21751235470174707,0,1
Ford,E350 Super Duty XLT,2012,163000,E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,19550,13,11642.857142857143,0.11993865030674847,0,1
Mercedes-Benz,SL-Class SL500 Roadster,2004,35400,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Gray,None reported,Yes,24900,21,1609.090909090909,0.7033898305084746,0,1
Jeep,Compass Trailhawk,2018,31000,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,None reported,Yes,22000,7,3875.0,0.7096774193548387,0,1
Mercedes-Benz,S-Class S 560 4MATIC,2018,103069,Gasoline,4.0 Liter,Automatic,Anthracite Blue Metallic,Silk Beige/Espresso Brown,None reported,Yes,40998,7,12883.625,0.3977723660848558,0,1
Mercedes-Benz,G-Class G 550 4MATIC,2021,22480,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,Yes,135800,4,4496.0,6.040925266903915,0,1
Tesla,Model X P90D,2016,91000,Gasoline,691.0HP Electric Motor Electric Fuel System,A/T,Silver,White,None reported,Yes,39500,9,9100.0,0.4340659340659341,0,1
Lexus,IS-F Base,2010,41500,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,44800,15,2593.75,1.0795180722891566,1,1
BMW,335 i,2010,91545,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,13000,15,5721.5625,0.1420066633895898,0,1
Audi,RS 7 4.0T,2022,4100,Hybrid,591.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Blue,Black,None reported,Yes,162500,3,1025.0,39.63414634146341,0,1
Buick,Lucerne CXL,2006,110000,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,5000,19,5500.0,0.045454545454545456,0,1
Lincoln,MKX Reserve,2016,88000,Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,18500,9,8800.0,0.21022727272727273,0,0
Nissan,Armada Platinum,2018,42833,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Gray,None reported,Yes,37000,7,5354.125,0.8638199519062405,0,0
Porsche,911 Carrera,2020,23278,Gasoline,3.0 Liter,Automatic,Blue,–,None reported,Yes,114998,5,3879.6666666666665,4.940201048200017,0,1
Mercedes-Benz,E-Class 400E,1993,106983,–,–,4-Speed A/T,White,Gray,None reported,Yes,15300,32,3241.909090909091,0.14301337595692773,0,1
BMW,435 Gran Coupe i,2015,60100,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,None reported,Yes,24995,10,5463.636363636364,0.4158901830282862,0,1
Jeep,Wagoneer Series III,2022,17381,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,None reported,Yes,69685,3,4345.25,4.00926298832058,0,1
Cadillac,ATS 2.5L,2013,63172,Gasoline,202.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,12995,12,4859.384615384615,0.20570822516304693,1,1
Ford,Transit Connect XLT,2010,72000,Gasoline,136.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,10900,15,4500.0,0.15138888888888888,1,1
Kia,EV6 GT-Line,2022,4820,Gasoline,320.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,Black,None reported,Yes,47500,3,1205.0,9.854771784232366,0,1
Audi,S5 3.0T Premium Plus,2014,67900,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,25990,11,5658.333333333333,0.3827687776141384,0,0
Toyota,Tundra SR,2018,51000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,38000,7,6375.0,0.7450980392156863,0,1
Jeep,Wrangler Unlimited Freedom Edition,2013,54500,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,35000,12,4192.307692307692,0.6422018348623854,0,1
Maserati,Quattroporte Base,2006,61840,Gasoline,394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,16500,19,3092.0,0.2668175937904269,0,0
Mercedes-Benz,CLS-Class CLS500,2006,28950,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Beige,None reported,Yes,16750,19,1447.5,0.5785837651122625,0,1
GMC,Sierra 3500 SLE,2002,300000,Diesel,300.0HP 6.6L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,5000,23,12500.0,0.016666666666666666,1,1
Nissan,Frontier SL,2011,103400,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,17000,14,6893.333333333333,0.1644100580270793,1,1
BMW,M5 Base,2023,816,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Alpine White,Black,None reported,Yes,109900,2,272.0,134.6813725490196,0,1
Porsche,911 R,2016,719,Gasoline,4.0L H6 24V GDI DOHC,6-Speed Manual,White,Black / Brown,None reported,Yes,489000,9,71.9,680.1112656467316,0,0
Land,Rover Defender X-Dynamic SE,2023,3678,Hybrid,3.0 Liter,Automatic,Fuji White,Black,None reported,Yes,81998,2,1226.0,22.294181620445894,0,1
Ford,F-150 XL,2016,107000,E85 Flex Fuel,385.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,22000,9,10700.0,0.205607476635514,1,1
BMW,M8 Competition,2022,5018,Gasoline,4.4 Liter Twin Turbo,Automatic,–,Sakhir Orange/Black,None reported,Yes,114998,3,1254.5,22.917098445595855,0,1
Porsche,911 Carrera S,2010,13850,Gasoline,385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,71400,15,865.625,5.155234657039712,0,0
Volvo,XC70 3.2,2008,46700,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,11400,17,2594.4444444444443,0.24411134903640258,0,1
Chrysler,300 Touring,2021,21478,Gasoline,3.6 Liter,Automatic,Silver Mist,Black,None reported,Yes,27798,4,4295.6,1.29425458608809,0,1
Honda,Insight EX,2020,64200,Hybrid,151.0HP 1.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,20499,5,10700.0,0.31929906542056075,1,0
Porsche,Cayman S,2006,31075,Gasoline,3.4L H6 24V MPFI DOHC,5-Speed Automatic,Black,Black / Stone Grey,None reported,Yes,36250,19,1553.75,1.166532582461786,0,1
Tesla,Model Y Performance,2022,25250,Gasoline,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,White,None reported,Yes,47800,3,6312.5,1.893069306930693,0,1
BMW,M5 Competition,2020,35400,Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Orange,Black,None reported,Yes,71950,5,5900.0,2.0324858757062145,0,1
Audi,S4 4.2 quattro,2004,74030,Gasoline,340.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,None reported,Yes,16000,21,3365.0,0.21612859651492639,0,0
Ford,F-250 Platinum,2021,48549,Diesel,6.7L V8 32V DDI OHV Turbo Diesel,Automatic,Antimatter Blue Metallic,Black,None reported,Yes,69998,4,9709.8,1.4418010669632741,0,1
Kia,Seltos S,2023,5182,Gasoline,146.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,32500,2,1727.3333333333333,6.271709764569664,0,1
RAM,ProMaster 2500 High Roof,2019,31681,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,33500,6,4525.857142857143,1.0574161169155014,1,1
BMW,M760 M760i xDrive,2020,23430,Gasoline,6.6 Liter Twin Turbo,Automatic,White,Black,None reported,Yes,80998,5,3905.0,3.4570209133589413,0,1
Mercedes-Benz,E-Class E 400,2015,30300,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,29000,10,2754.5454545454545,0.9570957095709571,1,1
Cadillac,XTS Luxury,2016,112000,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,14599,9,11200.0,0.13034821428571428,1,1
INFINITI,Q50 Premium,2014,127356,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,19990,11,10613.0,0.15696158798957255,1,1
Volkswagen,Touareg V6 Executive,2017,50600,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Brown,At least 1 accident or damage reported,Yes,28890,8,5622.222222222223,0.5709486166007905,1,1
Chevrolet,Suburban 1500 LTZ,2011,194000,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,Yes,9950,14,12933.333333333334,0.05128865979381443,0,1
Toyota,Tundra SR5,2021,33455,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Green,Black,None reported,Yes,44750,4,6691.0,1.3376176954117471,0,1
BMW,X1 sDrive28i,2022,43000,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,35750,3,10750.0,0.8313953488372093,0,1
Mercedes-Benz,GL-Class GL 550 4MATIC,2016,46102,Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,35300,9,4610.2,0.7656934623226758,0,1
Cadillac,XTS Luxury,2019,59000,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,21000,6,8428.57142857143,0.3559322033898305,0,1
Jaguar,XJ8 Base,2004,134000,Gasoline,294.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,9500,21,6090.909090909091,0.0708955223880597,1,1
Chevrolet,Camaro ZL1,2020,3715,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,150000,5,619.1666666666666,40.376850605652756,0,1
Mercedes-Benz,Sprinter 2500,2012,100245,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,White,–,At least 1 accident or damage reported,Yes,24000,13,7160.357142857143,0.23941343707915608,1,1
Mercedes-Benz,C-Class C 300 4MATIC,2022,8583,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Cirrus Silver Metallic,AMG Black,None reported,Yes,42999,3,2145.75,5.009786787836421,0,1
Dodge,Dakota SLT,2003,141800,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,At least 1 accident or damage reported,Yes,5700,22,6165.217391304348,0.04019746121297602,1,1
Audi,A5 2.0T Premium Plus,2012,77000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,13800,13,5500.0,0.17922077922077922,0,1
Audi,A5 2.0T Premium,2018,67035,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Pink,Brown,At least 1 accident or damage reported,Yes,31500,7,8379.375,0.4699037816066234,1,0
Audi,S5 3.0 Premium Plus,2012,61450,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Gray,None reported,Yes,19500,13,4389.285714285715,0.31733116354759966,0,1
Porsche,Panamera GTS,2015,39500,Gasoline,440.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,52590,10,3590.909090909091,1.331392405063291,0,0
Mercedes-Benz,AMG GT C,2020,6600,Gasoline,550.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,128900,5,1100.0,19.53030303030303,0,0
Chevrolet,Camaro 2SS,2023,2300,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,51500,2,766.6666666666666,22.391304347826086,0,0
Audi,Q7 Premium Plus,2023,10601,Hybrid,3.0 Liter TFSI,Automatic,Mythos Black,Black,None reported,Yes,61998,2,3533.6666666666665,5.848316196585228,0,1
Maserati,GranTurismo MC,2018,18000,Gasoline,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,67000,7,2250.0,3.7222222222222223,0,0
GMC,Sierra 2500 AT4,2022,31681,Gasoline,6.6L V8 16V GDI OHV,Automatic,Cayenne Red Tintcoat,Jet Black,At least 1 accident or damage reported,Yes,67963,3,7920.25,2.1452290016097977,1,1
Cadillac,XT6 Sport AWD,2020,24114,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Garnet Red Metallic,Jet Black,At least 1 accident or damage reported,Yes,49427,5,4019.0,2.0497221531060794,1,1
Jeep,Grand Cherokee L Laredo,2022,22109,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Bright White Clearcoat,Global Black,None reported,Yes,43389,3,5527.25,1.9625039576642995,0,1
Chevrolet,Avalanche 1500 LT,2012,148000,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,Yes,18000,13,10571.42857142857,0.12162162162162163,0,1
BMW,M5 Base,2018,41000,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,None reported,Yes,60200,7,5125.0,1.4682926829268292,0,0
Nissan,Titan SE,2009,127600,E85 Flex Fuel,317.0HP 5.6L 8 Cylinder Engine Flex Fuel Capability,A/T,Brown,Gray,None reported,Yes,19500,16,7505.882352941177,0.15282131661442006,0,1
Dodge,Ram 1500 SRT-10 Quad Cab,2005,138450,Gasoline,500.0HP 8.3L 10 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,19000,20,6592.857142857143,0.13723365836041893,1,1
GMC,Sierra 1500 SLT,2013,230000,E85 Flex Fuel,315.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Black,None reported,Yes,15500,12,17692.30769230769,0.06739130434782609,0,1
Lexus,RX 350 F Sport,2017,53649,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Red,None reported,Yes,33000,8,5961.0,0.6151093217021752,0,1
Mercedes-Benz,GL-Class GL 450 4MATIC,2012,174000,Gasoline,335.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,11999,13,12428.57142857143,0.06895977011494253,1,1
INFINITI,QX80 Luxe,2022,49860,Gasoline,5.6L V8 32V GDI DOHC,Automatic,Black Obsidian,Graphite,At least 1 accident or damage reported,Yes,47645,3,12465.0,0.9555756117127958,1,1
Mercedes-Benz,AMG C 63 S,2021,13650,Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Blue,Black,None reported,Yes,75000,4,2730.0,5.4945054945054945,0,1
BMW,528 i xDrive,2016,134000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Brown,At least 1 accident or damage reported,Yes,13500,9,13400.0,0.10074626865671642,1,1
Porsche,911 Carrera,2014,78000,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Brown,Brown,None reported,Yes,68000,11,6500.0,0.8717948717948718,0,0
Porsche,Boxster S,2005,65750,Gasoline,280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,21750,20,3130.9523809523807,0.33079847908745247,0,1
BMW,X6 M Base,2021,18000,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,94000,4,3600.0,5.222222222222222,0,1
Ford,Mustang Premium,2007,121630,Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,9450,18,6401.578947368421,0.07769464770204719,0,1
Rivian,R1S Launch Edition,2023,4500,Gasoline,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Silver,Gray,None reported,Yes,89999,2,1500.0,19.999777777777776,0,1
Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,9408,Hybrid,2.0L I4 16V GDI DOHC Hybrid,8-Speed Automatic,Black,Gray,None reported,Yes,61999,3,2352.0,6.590029761904762,0,1
BMW,528 i xDrive,2016,120000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,16000,9,12000.0,0.13333333333333333,0,1
Cadillac,Escalade ESV Platinum,2016,168600,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,29500,9,16860.0,0.1749703440094899,0,1
Chevrolet,Corvette Base,2004,43705,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,25900,21,1986.590909090909,0.5926095412424208,0,0
Audi,A5 2.0T Premium,2013,111000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,11500,12,8538.461538461539,0.1036036036036036,0,0
Audi,TT 2.0T Premium,2012,64549,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,17000,13,4610.642857142857,0.2633658151171978,0,0
Buick,LaCrosse CX,2007,53000,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Gray,None reported,Yes,6500,18,2789.4736842105262,0.12264150943396226,0,1
Chevrolet,Camaro 2SS,2017,13465,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,44900,8,1496.111111111111,3.3345711102859266,0,1
Tesla,Model Y Long Range,2023,5844,Gasoline,425.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,52000,2,1948.0,8.898015058179329,0,1
BMW,M3 Base,2015,74000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,Gray,Black,None reported,Yes,40000,10,6727.272727272727,0.5405405405405406,0,0
Kia,Optima LX,2011,100331,Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,–,At least 1 accident or damage reported,Yes,6900,14,6688.733333333334,0.06877236347689149,1,1
Toyota,Supra 3.0 Premium,2022,24850,Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,53568,3,6212.5,2.1556539235412475,0,1
Lincoln,Nautilus Reserve,2021,17467,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Pristine White,Slate,None reported,Yes,43860,4,3493.4,2.511020782046144,0,1
Nissan,Pathfinder SL,2015,115000,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,11995,10,10454.545454545454,0.10430434782608695,0,1
BMW,X5 xDrive50i,2015,72000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,At least 1 accident or damage reported,Yes,26500,10,6545.454545454545,0.3680555555555556,1,0
Mazda,MazdaSpeed3 Grand Touring,2008,162000,Gasoline,263.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,6500,17,9000.0,0.040123456790123455,1,0
GMC,Yukon XL SLT,2017,47589,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,45500,8,5287.666666666667,0.9561033011830465,0,1
